"site_id","sample_id","site_code","day","month","year","date","latitude","longitude","waterbody_name","waterbody_type","state","river_type","dipt_spp_rich","dipt_fam_rich","dipt_abund","vec_rich","vec_fam_rich","vec_abund","flow_m3.s","velocity_m.s","suspended_solids_mg.l","pH","temperature_C","oxygen_dissolved_mg.l","oxygen_saturation","BOD7_mg.l","ChDS_Cr_mg.l","NH4_N_mg.l","NO2_N_mg.l","NO3_N_mg.l","mineral_N_mg.l","total_N_mg.l","PO4_P_mg.l","total_P_mg.l","electrical_conductivity_mikroS.cm","alkalinity_mmol.l","Arable.land_2018_100m","Artificial..non.agricultural.vegetated.areas_2018_100m","Forests_2018_100m","Heterogeneous.agricultural.areas_2018_100m","Industrial..commercial.and.transport.units_2018_100m","Inland.waters_2018_100m","Inland.wetlands_2018_100m","Mine..dump.and.construction.sites_2018_100m","Open.spaces.with.little.or.no.vegetation_2018_100m","Pastures_2018_100m","Permanent.crops_2018_100m","Scrub.and.or.herbaceous.vegetation.associations_2018_100m","Urban.fabric_2018_100m"
"LTR175","LTR175_10.10.2013","LTR175_2013",10,10,2013,"2013-10-10",55.0217,25.8575,"Nemunas","river","N",3,4,4,216,1,1,48,3.90983333333333,0.496166666666667,8.925,8.07666666666667,8.20833333333333,9.74083333333333,83.9691111111111,1.625,25.6666666666667,0.0354166666666667,0.01075,1.14225,1.18858333333333,1.60641666666667,0.0459166666666667,0.0681666666666667,419.666666666667,3.25,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0
"LTR175","LTR175_13.10.2014","LTR175_2014",13,10,2014,"2014-10-13",55.0217,25.8575,"Nemunas","river","N",3,4,4,10,2,2,6,3.68372727272727,0.525818181818182,4.13333333333333,8.11,9.09166666666667,10.3808333333333,89.9151666666667,1.5,21.4166666666667,0.0290833333333333,0.00758333333333333,0.866583333333333,0.904833333333333,1.0655,0.04175,0.06225,440.833333333333,3.08333333333333,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0
"LTR175","LTR175_1.10.2015","LTR175_2015",1,10,2015,"2015-10-01",55.0217,25.8575,"Nemunas","river","N",3,7,6,28,2,2,6,1.7875,0.382916666666667,6.3,8.08083333333333,8.31666666666667,10.3058333333333,87.1621666666667,1.96666666666667,20.4166666666667,0.0277916666666667,0.00783333333333333,0.922916666666667,0.959666666666667,1.30383333333333,0.0312083333333333,0.05775,424.583333333333,3.45833333333333,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0
"LTR175","LTR175_12.10.2016","LTR175_2016",12,10,2016,"2016-10-12",55.0217,25.8575,"Nemunas","river","N",3,5,5,72,0,0,0,1.08833333333333,0.289166666666667,6.48333333333333,8.03083333333333,7.64166666666667,10.4175,85.7132727272727,1.99166666666667,17.0083333333333,0.0255,0.00733333333333333,1.01666666666667,1.05075,1.4135,0.0309166666666667,0.0454166666666667,427.583333333333,3.74166666666667,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0
"LTR175","LTR175_3.10.2017","LTR175_2017",3,10,2017,"2017-10-03",55.0217,25.8575,"Nemunas","river","N",3,4,4,113,0,0,0,1.55333333333333,0.345833333333333,6.91666666666667,7.96416666666667,8.06666666666667,10.625,88.7462727272727,2.175,20.5833333333333,0.0413333333333333,0.0136666666666667,1.40333333333333,1.45875,1.65858333333333,0.0254166666666667,0.053,415.916666666667,3.975,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0
"LTR175","LTR175_7.10.2020","LTR175_2020",7,10,2020,"2020-10-07",55.0217,25.8575,"Nemunas","river","N",3,6,6,69,2,2,24,1.23916666666667,0.341666666666667,5.46666666666667,7.79083333333333,8.95,11.2883333333333,96.9829166666667,1.54166666666667,23.0833333333333,0.022625,0.00633333333333333,0.824666666666667,0.858,1.23783333333333,0.035625,0.0596666666666667,427.833333333333,3.94166666666667,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0
"LTR176","LTR176_25.9.2012","LTR176_2012",25,9,2012,"2012-09-25",54.6083,25.5387,"Nemunas","river","N",1,10,9,102,3,2,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0
"LTR176","LTR176_27.9.2016","LTR176_2016",27,9,2016,"2016-09-27",54.6083,25.5387,"Nemunas","river","N",1,6,6,21,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0
"LTR176","LTR176_13.10.2021","LTR176_2021",13,10,2021,"2021-10-13",54.6083,25.5387,"Nemunas","river","N",1,7,5,83,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0
"LTR18","LTR18_26.9.2012","LTR18_2012",26,9,2012,"2012-09-26",55.5941,21.5956,"Nemunas","river","N",1,3,3,151,1,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0
"LTR18","LTR18_19.9.2016","LTR18_2016",19,9,2016,"2016-09-19",55.5941,21.5956,"Nemunas","river","N",1,4,4,82,1,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0
"LTR18","LTR18_25.9.2019","LTR18_2019",25,9,2019,"2019-09-25",55.5941,21.5956,"Nemunas","river","N",1,4,3,210,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0
"LTR186","LTR186_28.9.2020","LTR186_2020",28,9,2020,"2020-09-28",54.7631,25.3744,"Nemunas","river","N",1,3,3,37,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0
"LTR190","LTR190_6.10.2010","LTR190_2010",6,10,2010,"2010-10-06",55.1269,25.9013,"Nemunas","river","N",1,2,2,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0
"LTR190","LTR190_9.10.2014","LTR190_2014",9,10,2014,"2014-10-09",55.1269,25.9013,"Nemunas","river","N",1,7,4,47,1,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0
"LTR190","LTR190_7.10.2021","LTR190_2021",7,10,2021,"2021-10-07",55.1269,25.9013,"Nemunas","river","N",1,2,2,18,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0
"LTR192","LTR192_5.10.2010","LTR192_2010",5,10,2010,"2010-10-05",55.1921,24.689,"Nemunas","river","N",3,3,3,31,0,0,0,1.0152,0.7688,7.17777777777778,8.14888888888889,10.4222222222222,8.14888888888889,76.3213333333333,4.59777777777778,NA,0.101111111111111,0.0232222222222222,2.34033333333333,2.46466666666667,3.51111111111111,0.0203333333333333,0.0603333333333333,554.666666666667,4.21111111111111,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0
"LTR192","LTR192_3.10.2011","LTR192_2011",3,10,2011,"2011-10-03",55.1921,24.689,"Nemunas","river","N",3,9,9,286,2,2,21,1.11645454545455,0.779181818181818,7.85,8.20166666666667,9.39166666666667,9.2925,81.6125833333333,2.3375,35.5555555555556,0.0863333333333333,0.0166666666666667,2.46541666666667,2.56841666666667,3.78841666666667,0.0281666666666667,0.0719166666666667,549,3.83333333333333,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0
"LTR192","LTR192_14.10.2013","LTR192_2013",14,10,2013,"2013-10-14",55.1921,24.689,"Nemunas","river","N",3,7,7,542,1,1,108,1.43111111111111,0.725,6.375,8.05,7.82833333333333,9.64166666666667,87.061625,1.98333333333333,31.3333333333333,0.0860833333333333,0.0249166666666667,2.91441666666667,3.02541666666667,4.155,0.05725,0.07775,566.181818181818,5,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0
"LTR192","LTR192_1.10.2014","LTR192_2014",1,10,2014,"2014-10-01",55.1921,24.689,"Nemunas","river","N",3,4,4,46,1,1,1,0.924818181818182,0.639409090909091,4.35,8.13166666666667,7.81666666666667,10.9741666666667,91.8981666666667,2.225,26.6666666666667,0.0658333333333333,0.0256666666666667,3.6975,3.789,5.86333333333333,0.033625,0.0591666666666667,664.583333333333,5.16666666666667,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0
"LTR192","LTR192_7.10.2015","LTR192_2015",7,10,2015,"2015-10-07",55.1921,24.689,"Nemunas","river","N",3,12,10,47,2,2,5,0.884636363636364,0.537727272727273,3.6,8.05916666666667,8.33333333333333,10.4025,88.7601666666667,2.15,33.5,0.0473333333333333,0.0186666666666667,3.79825,3.86425,5.85666666666667,0.0370833333333333,0.0513333333333333,597.833333333333,5.12833333333333,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0
"LTR192","LTR192_10.10.2016","LTR192_2016",10,10,2016,"2016-10-10",55.1921,24.689,"Nemunas","river","N",3,6,6,116,0,0,0,1.019,0.577545454545455,3.65,7.96666666666667,8.525,11.4383333333333,95.9656363636364,2.01666666666667,25.0916666666667,0.0549166666666667,0.0310833333333333,5.2985,5.3845,6.71083333333333,0.03375,0.0703333333333333,683.5,5.40833333333333,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0
"LTR192","LTR192_4.10.2017","LTR192_2017",4,10,2017,"2017-10-04",55.1921,24.689,"Nemunas","river","N",3,6,6,34,0,0,0,1.93708333333333,0.457666666666667,5.125,7.90333333333333,8.09166666666667,10.9783333333333,90.9427272727273,3.125,30.1666666666667,0.05875,0.029,4.98316666666667,5.07141666666667,6.32,0.0229166666666667,0.04675,635.833333333333,5.775,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0
"LTR192","LTR192_1.10.2020","LTR192_2020",1,10,2020,"2020-10-01",55.1921,24.689,"Nemunas","river","N",3,2,2,17,0,0,0,0.7595,0.353083333333333,8.13333333333333,8.0275,8.34166666666667,11.1125,93.508,1.93333333333333,27.3333333333333,0.08725,0.0312083333333333,4.4135,4.53216666666667,6.44166666666667,0.031,0.0504166666666667,700.75,5.58333333333333,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0
"LTR193","LTR193_24.9.2015","LTR193_2015",24,9,2015,"2015-09-24",55.08093447,25.15802023,"Nemunas","river","HM",1,4,4,81,2,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0
"LTR193","LTR193_1.10.2019","LTR193_2019",1,10,2019,"2019-10-01",55.08093447,25.15802023,"Nemunas","river","HM",1,1,1,38,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0
"LTR193","LTR193_6.10.2022","LTR193_2022",6,10,2022,"2022-10-06",55.08093447,25.15802023,"Nemunas","river","HM",1,5,3,39,1,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0
"LTR197","LTR197_1.10.2012","LTR197_2012",1,10,2012,"2012-10-01",54.8408,25.5353,"Nemunas","river","N",5,1,1,128,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0
"LTR197","LTR197_5.10.2015","LTR197_2015",5,10,2015,"2015-10-05",54.8408,25.5353,"Nemunas","river","N",5,5,5,44,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0
"LTR197","LTR197_21.9.2018","LTR197_2018",21,9,2018,"2018-09-21",54.8408,25.5353,"Nemunas","river","N",5,1,1,25,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0
"LTR197","LTR197_4.10.2021","LTR197_2021",4,10,2021,"2021-10-04",54.8408,25.5353,"Nemunas","river","N",5,4,4,19,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0
"LTR198","LTR198_23.9.2015","LTR198_2015",23,9,2015,"2015-09-23",54.93578095,25.09090414,"Nemunas","river","HM",1,6,6,26,2,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0
"LTR198","LTR198_16.9.2019","LTR198_2019",16,9,2019,"2019-09-16",54.93578095,25.09090414,"Nemunas","river","HM",1,2,2,16,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0
"LTR198","LTR198_6.10.2022","LTR198_2022",6,10,2022,"2022-10-06",54.93578095,25.09090414,"Nemunas","river","HM",1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0
"LTR199","LTR199_26.9.2012","LTR199_2012",26,9,2012,"2012-09-26",54.71818796,24.88984821,"Nemunas","river","N",1,7,7,96,2,2,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"LTR20","LTR20_15.10.2014","LTR20_2014",15,10,2014,"2014-10-15",55.3385,21.4334,"Nemunas","river","HM",2,5,2,38,1,1,2,4.92363636363636,0.477272727272727,8.95416666666667,8.10833333333333,10.6666666666667,8.35916666666667,NA,2.925,27.3333333333333,0.09775,0.0193333333333333,1.74166666666667,1.85875,2.30833333333333,0.0761666666666667,0.117,450,3.64166666666667,0,0,0,0,0,0,0,0,0,1,0,0,0
"LTR20","LTR20_13.10.2015","LTR20_2015",13,10,2015,"2015-10-13",55.3385,21.4334,"Nemunas","river","HM",2,1,1,4,0,0,0,3.37875,0.43375,12.6666666666667,7.95,10.75,8.31666666666667,NA,2.88333333333333,21.3291666666667,0.0823333333333333,0.02,1.95333333333333,2.05566666666667,2.425,0.0950833333333333,0.132,475.5,3.64166666666667,0,0,0,0,0,0,0,0,0,1,0,0,0
"LTR20","LTR20_6.10.2017","LTR20_2017",6,10,2017,"2017-10-06",55.3385,21.4334,"Nemunas","river","HM",2,1,1,1,0,0,0,4.74666666666667,0.390833333333333,4.6,8.3,9.33333333333333,7.90833333333333,NA,3.1,22.0333333333333,0.0829166666666667,0.0230833333333333,1.825,1.93133333333333,2.30833333333333,0.07675,0.137333333333333,463.333333333333,3.94166666666667,0,0,0,0,0,0,0,0,0,1,0,0,0
"LTR20","LTR20_16.9.2020","LTR20_2020",16,9,2020,"2020-09-16",55.3385,21.4334,"Nemunas","river","HM",2,3,2,243,0,0,0,7.05666666666667,0.523333333333333,6.73333333333333,7.95,10.8333333333333,8.68333333333333,88.7098,2.54166666666667,26.825,0.09225,0.0215,1.4175,1.53125,2.40833333333333,0.0755,0.13825,435.166666666667,3.84166666666667,0,0,0,0,0,0,0,0,0,1,0,0,0
"LTR204","LTR204_27.9.2010","LTR204_2010",27,9,2010,"2010-09-27",54.6257,25.1213,"Nemunas","river","N",3,5,5,6,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.333333333333333,0,0,0,0,0,0,0.666666666666667,0,0,0
"LTR204","LTR204_14.10.2013","LTR204_2013",14,10,2013,"2013-10-14",54.6257,25.1213,"Nemunas","river","N",3,4,4,116,1,1,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.333333333333333,0,0,0,0,0,0,0.666666666666667,0,0,0
"LTR204","LTR204_28.9.2015","LTR204_2015",28,9,2015,"2015-09-28",54.6257,25.1213,"Nemunas","river","N",3,2,2,17,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.333333333333333,0,0,0,0,0,0,0.666666666666667,0,0,0
"LTR204","LTR204_29.9.2021","LTR204_2021",29,9,2021,"2021-09-29",54.6257,25.1213,"Nemunas","river","N",3,3,3,8,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.333333333333333,0,0,0,0,0,0,0.666666666666667,0,0,0
"LTR217","LTR217_2.10.2013","LTR217_2013",2,10,2013,"2013-10-02",55.3433,22.8073,"Nemunas","river","N",3,4,4,91,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"LTR217","LTR217_30.9.2015","LTR217_2015",30,9,2015,"2015-09-30",55.3433,22.8073,"Nemunas","river","N",3,5,5,57,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"LTR217","LTR217_7.10.2019","LTR217_2019",7,10,2019,"2019-10-07",55.3433,22.8073,"Nemunas","river","N",3,1,1,27,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"LTR218","LTR218_30.9.2013","LTR218_2013",30,9,2013,"2013-09-30",55.42178322,23.22780367,"Nemunas","river","N",5,2,2,27,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.333333333333333,0.666666666666667,0,0,0,0,0,0,0,0,0
"LTR218","LTR218_28.9.2015","LTR218_2015",28,9,2015,"2015-09-28",55.42178322,23.22780367,"Nemunas","river","N",5,2,2,39,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.333333333333333,0.666666666666667,0,0,0,0,0,0,0,0,0
"LTR218","LTR218_13.10.2022","LTR218_2022",13,10,2022,"2022-10-13",55.42178322,23.22780367,"Nemunas","river","N",5,3,3,8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.333333333333333,0.666666666666667,0,0,0,0,0,0,0,0,0
"LTR219","LTR219_26.9.2022","LTR219_2022",26,9,2022,"2022-09-26",54.90203121,24.73605877,"Nemunas","river","N",1,5,3,24,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0
"LTR23","LTR23_20.10.2010","LTR23_2010",20,10,2010,"2010-10-20",55.2144,22.2848,"Nemunas","river","N",5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0
"LTR23","LTR23_30.9.2015","LTR23_2015",30,9,2015,"2015-09-30",55.2144,22.2848,"Nemunas","river","N",5,7,6,41,2,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0
"LTR23","LTR23_19.9.2018","LTR23_2018",19,9,2018,"2018-09-19",55.2144,22.2848,"Nemunas","river","N",5,3,3,432,1,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0
"LTR230","LTR230_29.9.2016","LTR230_2016",29,9,2016,"2016-09-29",55.2798,24.2401,"Nemunas","river","N",3,2,2,273,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0
"LTR230","LTR230_28.9.2020","LTR230_2020",28,9,2020,"2020-09-28",55.2798,24.2401,"Nemunas","river","N",3,3,3,21,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0
"LTR231","LTR231_6.10.2010","LTR231_2010",6,10,2010,"2010-10-06",55.3031,23.0187,"Nemunas","river","N",1,0,0,0,0,0,0,NA,NA,10.1,8.11444444444444,10.7,9.38666666666667,84.2536666666667,4.12222222222222,NA,0.298444444444444,0.0336666666666667,2.26111111111111,2.59322222222222,3.72222222222222,0.130333333333333,0.285333333333333,662,4.38888888888889,0,0,0.5,0.25,0,0,0,0,0,0,0,0,0.25
"LTR231","LTR231_5.10.2011","LTR231_2011",5,10,2011,"2011-10-05",55.3031,23.0187,"Nemunas","river","N",1,5,5,204,1,1,22,0.289,0.2478,9.175,8.225,9.66666666666667,9.12666666666667,80.0964166666667,2.55833333333333,40.1111111111111,0.382583333333333,0.0440833333333333,2.81,3.23666666666667,4.13333333333333,0.221333333333333,0.290833333333333,717.25,4,0,0,0.5,0.25,0,0,0,0,0,0,0,0,0.25
"LTR231","LTR231_9.10.2013","LTR231_2013",9,10,2013,"2013-10-09",55.3031,23.0187,"Nemunas","river","N",1,3,3,138,0,0,0,NA,NA,16.0333333333333,8.16916666666667,9.30833333333333,9.63833333333333,82.1061111111111,2.55833333333333,31.6666666666667,0.0833333333333333,0.0158333333333333,2.4775,2.57666666666667,3.15166666666667,0.08025,0.120666666666667,606.583333333333,4.16666666666667,0,0,0.5,0.25,0,0,0,0,0,0,0,0,0.25
"LTR231","LTR231_9.10.2014","LTR231_2014",9,10,2014,"2014-10-09",55.3031,23.0187,"Nemunas","river","N",1,4,4,163,0,0,0,0.159,0.2595,9.6,8.36666666666667,10.0166666666667,10.7333333333333,93.5825833333333,2.98333333333333,25.6666666666667,0.0505,0.0246666666666667,3.41666666666667,3.49183333333333,4.05416666666667,0.0495833333333333,0.08825,657.583333333333,5.35,0,0,0.5,0.25,0,0,0,0,0,0,0,0,0.25
"LTR231","LTR231_7.10.2015","LTR231_2015",7,10,2015,"2015-10-07",55.3031,23.0187,"Nemunas","river","N",1,2,2,43,0,0,0,0.155,0.206666666666667,10.3416666666667,8.33333333333333,8.94166666666667,10.6333333333333,88.7808333333333,2.36666666666667,21.9166666666667,0.0389166666666667,0.0175,3.21216666666667,3.26858333333333,4.39333333333333,0.0489166666666667,0.105083333333333,646.916666666667,5.675,0,0,0.5,0.25,0,0,0,0,0,0,0,0,0.25
"LTR231","LTR231_5.10.2016","LTR231_2016",5,10,2016,"2016-10-05",55.3031,23.0187,"Nemunas","river","N",1,4,4,67,0,0,0,0.360777777777778,0.219888888888889,7.69583333333333,8.2,9.51666666666667,8.95,78.0288333333333,2.225,21.8333333333333,0.0378333333333333,0.0256666666666667,4.12875,4.19225,5.08083333333333,0.05125,0.09125,638.083333333333,5.05833333333333,0,0,0.5,0.25,0,0,0,0,0,0,0,0,0.25
"LTR231","LTR231_4.10.2017","LTR231_2017",4,10,2017,"2017-10-04",55.3031,23.0187,"Nemunas","river","N",1,2,2,40,0,0,0,1.3114,0.303,11.6,8.39166666666667,7.79166666666667,10.7,88.0243333333333,2.41666666666667,23,0.0466666666666667,0.049,5.685,5.78066666666667,7.29166666666667,0.03525,0.0841666666666667,666.583333333333,5.7,0,0,0.5,0.25,0,0,0,0,0,0,0,0,0.25
"LTR231","LTR231_7.10.2020","LTR231_2020",7,10,2020,"2020-10-07",55.3031,23.0187,"Nemunas","river","HM",1,4,4,33,1,1,12,0.26,0.172666666666667,8.14166666666667,8.19166666666667,9.24166666666667,10.1916666666667,88.3704166666667,2.33333333333333,25,0.0316666666666667,0.01975,3.80066666666667,3.85208333333333,4.72333333333333,0.05425,0.0889166666666667,688.5,4.91666666666667,0,0,0.5,0.25,0,0,0,0,0,0,0,0,0.25
"LTR232","LTR232_11.10.2010","LTR232_2010",11,10,2010,"2010-10-11",55.08079275,22.74341526,"Nemunas","river","N",2,1,1,80,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0
"LTR232","LTR232_1.10.2013","LTR232_2013",1,10,2013,"2013-10-01",55.08079275,22.74341526,"Nemunas","river","N",2,6,6,86,1,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0
"LTR232","LTR232_30.9.2015","LTR232_2015",30,9,2015,"2015-09-30",55.08079275,22.74341526,"Nemunas","river","N",2,6,6,225,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0
"LTR232","LTR232_3.10.2019","LTR232_2019",3,10,2019,"2019-10-03",55.08079275,22.74341526,"Nemunas","river","N",2,5,5,224,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0
"LTR232","LTR232_19.9.2022","LTR232_2022",19,9,2022,"2022-09-19",55.08079275,22.74341526,"Nemunas","river","N",2,3,3,98,1,1,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0
"LTR234","LTR234_4.10.2011","LTR234_2011",4,10,2011,"2011-10-04",55.2406,24.15,"Nemunas","river","N",3,1,1,14,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.333333333333333,0,0,0.666666666666667,0,0,0,0,0,0,0,0,0
"LTR234","LTR234_7.10.2014","LTR234_2014",7,10,2014,"2014-10-07",55.2406,24.15,"Nemunas","river","N",3,2,2,29,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.333333333333333,0,0,0.666666666666667,0,0,0,0,0,0,0,0,0
"LTR234","LTR234_9.10.2018","LTR234_2018",9,10,2018,"2018-10-09",55.2406,24.15,"Nemunas","river","N",3,1,1,13,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.333333333333333,0,0,0.666666666666667,0,0,0,0,0,0,0,0,0
"LTR234","LTR234_27.9.2021","LTR234_2021",27,9,2021,"2021-09-27",55.2406,24.15,"Nemunas","river","N",3,2,2,9,1,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.333333333333333,0,0,0.666666666666667,0,0,0,0,0,0,0,0,0
